SET_ID,TS_CNT,BANK_ID,DEL_FLG,EEFC_FLG,END_DATE,FCNR_FLG,LCHG_TIME,RCRE_TIME,RULE_CODE,SCHM_CODE,SCHM_DESC,SCHM_TYPE,LEASE_TYPE,PRODUCT_ID,START_DATE,ACCT_PREFIX,FD_CR_BACID,FD_DR_BACID,FX_TRAN_FLG,PDC_APP_FLG,QIS_INT_FLG,REBATE_PCNT,RPC_PURPOSE,SCHM_NATURE,SECURED_FLG,CHQ_ALWD_FLG,CUST_MAX_AGE,CUST_MIN_AGE,INT_COLL_FLG,INT_PAID_FLG,ISTISNA_TYPE,LCHG_USER_ID,NRE_SCHM_FLG,PEN_COLL_FLG,PRODUCT_CODE,PRODUCT_TYPE,PS_FREQ_TYPE,RCRE_USER_ID,COMP_DATE_FLG,CS_SCHM_MESG1,CS_SCHM_MESG2,DISC_RATE_FLG,KONFORMNA_FLG,PARKING_BACID,PRODUCT_GROUP,STOCK_INT_FLG,STP_CR_DR_IND,TENOR_IND_FLG,TOT_MOD_TIMES,UEI_RECAL_FLG,ALT1_SCHM_DESC,DFLT_INST_TYPE,FWD_IJARAH_APP,INT_COLL_BACID,INT_PAID_BACID,PEN_COLL_BACID,PREF_LANG_CODE,REPRICING_PLAN,STAFF_SCHM_FLG,SUB_RCVD_BACID,CHRGE_OFF_BACID,FIXEDTERM_MNTHS,FIXEDTERM_YEARS,INT_PANDL_BACID,LEVY_TAX_DESC_1,LEVY_TAX_DESC_2,LEVY_TAX_DESC_3,LEVY_TAX_PCNT_1,LEVY_TAX_PCNT_2,LEVY_TAX_PCNT_3,PRFT_PAYOUT_FLG,PRODUCT_CONCEPT,PRODUCT_SRL_NUM,RETENTION_BACID,SCHM_SHORT_NAME,SERV_CHRG_BACID,ACCT_INT_APP_FLG,BOOK_TRAN_SCRIPT,COM_TRAN_REQ_FLG,DISC_RATE_FLG_CR,GEN_DTLS_APP_FLG,GL_SUB_HEAD_CODE,INT_FREQ_DAYS_DR,INT_FREQ_TYPE_CR,INT_FREQ_TYPE_DR,INT_SLAB_APP_FLG,INT_WAIVER_BACID,LEVY_TAX_BACID_1,LEVY_TAX_BACID_2,LEVY_TAX_BACID_3,LOAN_INT_APP_FLG,MARGIN_MNY_BACID,MIS_CODE_APP_FLG,PD_INDICATOR_FLG,PS_FREQ_CAL_BASE,PS_FREQ_START_DD,PS_FREQ_WEEK_DAY,PS_FREQ_WEEK_NUM,SP_UEI_IN_PAYOFF,SUB_INCOME_BACID,SYN_AGENT_SCHEME,TAX_WAIVER_BACID,TRAN_REF_NUM_FLG,UEI_AMORT_METHOD,ACCT_MAINT_PERIOD,ADVANCE_INT_BACID,ADV_PYMNT_APP_FLG,INT_RATE_BASED_ON,LIM_LEVEL_INT_FLG,MUD_POOL_PROD_FLG,NEW_ACCT_DURATION,PENAL_PANDL_BACID,PS_FREQ_HLDY_STAT,RENT_WAIVER_BACID,SCHM_SUPR_USER_ID,STP_CR_INT_RECALC,STP_DR_INT_RECALC,TDS_PARKING_BACID,TERMINATION_PANDL,TRAN_RPT_CODE_FLG,ACCT_CLS_FORM_NAME,ACCT_OPN_FORM_NAME,CHQ_STOP_EXCP_CODE,CLG_TRAN_EXCP_CODE,COMMIT_CALC_METHOD,CS_SCHM_NATL_MESG1,CS_SCHM_NATL_MESG2,DAILY_COMP_INT_FLG,DEALER_CONTR_BACID,DFLT_CLG_TRAN_CODE,DISB_SCHDL_APP_FLG,DORM_ACCT_CRITERIA,FLOAT_INT_TBL_CODE,INT_FREQ_MONTHS_DR,INT_PANDL_BACID_CR,INT_PANDL_BACID_DR,OFTI_SCHM_RTN_NAME,PASS_REBATE_ONLINE,PEG_INT_FOR_AC_FLG,REPRICING_YEAR_IND,SERV_CHRG_COLL_FLG,TURNOVER_FREQ_TYPE,TURNOVER_HLDY_STAT,TURNOVER_RCRE_DATE,ACCT_FREZ_EXCP_CODE,ADDITIONAL_CAL_BASE,AGE_RANGE_EXCP_CODE,CASH_TRAN_EXCP_CODE,CHQ_CAUTN_EXCP_CODE,INTCALC_TRAN_SCRIPT,MERGE_INT_PTRAN_FLG,MICR_CHQ_CHRG_BACID,OVDU_INT_PAID_BACID,PD_GL_SUB_HEAD_CODE,PREF_LANG_SCHM_DESC,PROFIT_CONTRIBUTION,RENT_LOSSLINE_BACID,REPRICING_EXCP_CODE,REPRICING_FREQ_DAYS,XFER_TRAN_EXCP_CODE,ACCT_MAINT_FORM_NAME,ALT1_SCHM_SHORT_NAME,CHQ_PROV_BY_BANK_FLG,CHQ_REJECT_EXCP_CODE,INT_FREQ_CAL_BASE_CR,INT_FREQ_CAL_BASE_DR,INT_FREQ_START_DD_CR,INT_FREQ_START_DD_DR,INT_FREQ_WEEK_DAY_CR,INT_FREQ_WEEK_DAY_DR,INT_FREQ_WEEK_NUM_CR,INT_FREQ_WEEK_NUM_DR,ISLAMIC_PRODUCT_TYPE,NEXT_ACCT_NUM_PREFIX,PD_DR_TRAN_EXCP_CODE,PENAL_INT_COLL_BACID,REBATE_BENEFIT_BACID,REB_CLAWBACK_APP_FLG,REFIN_SUBSDY_APP_FLG,REPRICING_FREQ_MNTHS,ACCT_TURNOVER_DET_FLG,BEL_MIN_BAL_EXCP_CODE,CLS_PEND_CC_EXCP_CODE,CLS_PEND_SI_EXCP_CODE,INT_FREQ_HLDY_STAT_CR,INT_FREQ_HLDY_STAT_DR,MIN_POSTING_WORKCLASS,PD_INT_CALC_EXCP_CODE,SYST_GEN_ACCT_NUM_FLG,ACCT_CLOSURE_CHRG_DAYS,BUILDER_MASTER_APP_FLG,CHQ_NOT_ALWD_EXCP_CODE,CHQ_NOT_ISSU_EXCP_CODE,CHQ_UNUSABLE_EXCP_CODE,CLS_PEND_CHQ_EXCP_CODE,CLS_PEND_INT_EXCP_CODE,DEP_INSTALL_PAYOUT_FLG,DORMANT_ACCT_CHRG_DAYS,EMP_OWN_ACCT_EXCP_CODE,INTERNAL_NOTES_APP_FLG,INT_COMPOUNDING_FRQ_CR,ISLAMIC_SCHEME_PRODUCT,LIMIT_NODE_EXPIRY_EXCP,OVERRIDE_DEF_EXCP_CODE,PAY_PRFT_AT_ACTUAL_FLG,RECOVER_LOSSLINE_BACID,REL_PARTY_DTLS_APP_FLG,TURNOVER_FREQ_START_DD,TURNOVER_FREQ_WEEK_DAY,TURNOVER_FREQ_WEEK_NUM,ACCT_CLOSURE_CHRG_MNTHS,AUTO_RENEWAL_PERIOD_FLG,DEP_INSTALL_PAYOUT_FREQ,DORMANT_ACCT_CHRG_MNTHS,DR_AGAINST_CC_EXCP_CODE,INACTIVE_ACCT_CHRG_DAYS,INT_PAID_COLL_CRNCY_FLG,MULTI_SRC_REPAY_APP_FLG,NEGATIVE_LIEN_EXCP_CODE,OVDU_INT_PANDL_BACID_CR,PARTITION_MANDATORY_FLG,PAST_DUE_INT_COLL_BACID,SANCT_LIM_EXP_EXCP_CODE,VAL_DATE_TRAN_EXCP_CODE,XFER_IN_INT_DETAILS_FLG,ACCT_IN_CR_BAL_EXCP_CODE,ACCT_IN_DR_BAL_EXCP_CODE,ACCT_REFERENCE_EXCP_CODE,BACK_DATE_TRAN_EXCP_CODE,CASH_WD_WO_CHQ_EXCP_CODE,CHQ_ISSUED_ACK_EXCP_CODE,EXTRA_PYMNT_SCHL_APP_FLG,FIN_AMT_EXCEED_EXCP_CODE,INACTIVE_ACCT_CHRG_MNTHS,ISTISNA_INVESTMENT_BACID,LEVY_TAX_MERGE_PTRAN_FLG,MINOR_CHQ_ISSU_EXCP_CODE,PEN_CHRG_NCALC_EXCP_CODE,PRINCIPAL_LOSSLINE_BACID,STALE_INSTRMNT_EXCP_CODE,UNVERIFIED_SPP_EXCP_CODE,USER_DEFINED_PRC_APP_FLG,ACCT_OPN_MATRIX_EXCP_CODE,DISB_AMT_EXCEED_EXCP_CODE,FLOAT_REPRICING_FREQ_DAYS,INTROD_NEW_CUST_EXCP_CODE,INTROD_NOT_CUST_EXCP_CODE,LOOKBACK_PERD_FOR_PASTDUE,MEMO_PAD_EXISTS_EXCP_CODE,MIN_COMMIT_CHRG_UTIL_PCNT,PARLL_IST_WORK_PROG_BACID,PEG_REVIEW_PREF_FROM_CUST,PREF_LANG_SCHM_SHORT_NAME,SI_PRE_FIX_CHRG_EXCP_CODE,DR_OPER_ACCT_IF_NO_BAL_FLG,FLOAT_REPRICING_FREQ_MNTHS,INSUFF_AVAIL_BAL_EXCP_CODE,INTER_SOL_CLOSURE_ALWD_FLG,INT_CR_CUST_DIFF_EXCP_CODE,INT_DR_CUST_DIFF_EXCP_CODE,INVALID_INSTRMNT_EXCP_CODE,INVALID_RPT_CODE_EXCP_CODE,LIAB_EXCEED_GROUP_LIM_EXCP,MOD_OF_PEG_INT_ALLOWED_FLG,SANCT_EXCEED_LIM_EXCP_CODE,ACCT_NAME_CHANGED_EXCP_CODE,CLS_PEND_REVERSAL_EXCP_CODE,DFLT_INT_PAR_CHNG_EXCP_CODE,INT_COMPOUNDING_REST_FLG_CR,ISO_AUTO_TOD_GRNT_EXCP_CODE,ISO_USER_TOD_GRNT_EXCP_CODE,ISTISNA_WORK_PROGRESS_BACID,SCRIPT_VALUE_DATE_EXCP_CODE,RENT_RECOVERY_LOSSLINE_BACID,ACCT_LINKED_INVT_ID_EXCP_CODE,PARLL_ISTISNA_PRFT_ACCT_BACID,PARLL_IST_INVSTMNT_ACCT_BACID,PAST_DUE_PENAL_INT_COLL_BACID,OVERIDE_DEF_MIN_BAL_PARAM_EXCP,updated_at
ALL,14,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-21T15:42:10,2022-02-04T16:17:59,,FD305,SARBASHRESTHA REMITTANCE MUDDATI KHATA - AMBASSADOR,TDA, ,,1900-01-01T00:00:00.000000,TD,,,N, ,N,0.0, ,N, ,N,0.0,0.0,N,Y, ,BJ2774,N, ,, , ,BJ2774, ,GROWING TOGETHER,, , ,,OLD,N, ,N,13, ,,, ,,AIPFD026,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,0,0, , ,, ,,N, , ,, , , , ,0,INTEXPFD026, ,,,N,N,APPAFD026,,N,tdfe3250,tdfe3201,,, ,,,N,,, ,0,,0.0,INTEXPFD026,INTEXPFD026,TD_ofti_schm_rtn, ,Y, ,N, , ,,AF3,0,,,,,N,,,,, ,,,0.0,,tdff0009,,N,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,,,, , ,10.0,,Y,0, ,,,,,, ,0,SJ3, ,N, ,,, ,, ,0,0, ,0, , ,0,,0,X, ,,, ,,,,N,,,RA3,DN1,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,,N,,,Y,0.0,,Y,MS1,,,,,N,,AZ2,,DI1, ,,,,,,,,,,,2024-08-29 04:59:46.921
ALL,8,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-21T18:00:54,2022-11-06T12:29:32,,SD747,SARBASHRESTHA PAYROLL BACHAT KHATA-PARTNER,SBA, ,,1900-01-01T00:00:00.000000,36,,,N, ,N,0.0, ,N, ,Y,0.0,0.0,N,Y, ,SB3610,N, ,, ,M,RK2336, ,GROWING TOGETHER,,N, ,,OLD,N, ,N,7, ,,, ,,AIPSD061,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD061,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD061,INTEXPSD061,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD1,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-29 04:59:46.921
ALL,248,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-23T14:22:24,2014-06-23T12:52:58,,FD502,FD CORPORATE QTR > 2 YRS,TDA, ,,1900-01-01T00:00:00.000000,TD,,,N, ,N,0.0, ,N, ,N,0.0,0.0,N,Y, ,SL3843,N, ,, , ,RAJESHKM, ,GROWING TOGETHER,, ,N,,NEW,N, ,N,248, ,,, ,,AIPFD502,,INFENG,F,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,0,0, , ,, ,,N, , ,, , , , ,0,INTEXPFD502, ,,,N,N,APPFD502,,N,tdfe3250,tdfe3201,,, ,,,N,,, ,0,,0.0,INTEXPFD502,INTEXPFD502,TD_ofti_schm_rtn, ,Y, ,N, , ,,AF3,0,,,,,N,,,,, ,,,0.0,,tdff0009,,N,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,,,, , ,10.0,,Y,0, ,,,,,, ,0,SJ3, ,N, ,,, ,, ,0,0, ,0, , ,0,,0,X, ,,, ,,,VL1,N,,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,,N,,,Y,0.0,,Y,MS1,,,,,N,,AZ2,,DI1, ,,,,,,,,,,,2024-08-29 04:59:46.921
ALL,1564,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-23T15:07:13,2020-10-19T11:41:28,,SD162,SECURITY DEPOSIT LOCKER KHATA,SBA, ,,1900-01-01T00:00:00.000000,57,,,N, ,N,0.0, ,N, ,N,0.0,0.0,N,Y, ,AS6075,N, ,, ,M,AP1268, ,GROWING TOGETHER,,N, ,,NEW,N, ,N,1563, ,,, ,,AIPSD005,,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,31,0, , ,, ,,N, , ,, , ,N, ,3,INTEXPSD005,N,,,N,N,,,N,sbfe3250,sbfe3201,SF3,, ,,,N,,, ,0,,0.0,INTEXPSD005,INTEXPSD005,SB_ofti_schm_rtn, ,N, ,N, , ,,AF3,0,,,SH3,,N,,,,, ,,,0.0,,sbff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,N,BB2,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH2,SN3, ,0,SJ3, , , ,,, ,, ,0,0, ,6, , ,0,SK3,0,X, ,,, ,,,VL2,N,,AD3,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP1,0,, ,,,Y,0.0,,N,MS1,MC1,,,, ,,AZ2,OU3,DI3, ,,,,,,,,,,,2024-08-29 04:59:46.921
ALL,3926,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-23T15:39:40,2016-06-21T18:14:39,,HLST2,HOUSING LOAN - STAFF - EN,LAA, ,,1900-01-01T00:00:00.000000,HL,,,N, ,N,0.0, ,N,N,N,0.0,0.0,Y,N, ,FINADM,N, ,,O, ,ISHWORI, ,,,N,N,OVDAIRHLST2,TWELV,N, ,N,3926, ,,, ,AIRHLST2,,AIRHLST2,INFENG,V,Y,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,,N, , ,,0.0, ,D, ,,,,, ,, ,D,,0,0, , ,,N,,N, , ,, ,I,N, ,0,NOACCOUNT, ,,,N,N,,,N,lafe3250,lafe3201,,LT3, ,,,N,,, ,0,,0.0,NOACCOUNT,INTINCHLST,LA_ofti_schm_rtn, ,N,A,N, , ,,,0,,CT3,,,Y,,,604.0,, ,,,0.0,,laff0005,,Y,,,,0,0,0,0, , , ,CANUM,DP2,AIRHLST2,, , ,0.0,N,,,, ,P,10.0,PI2,Y,0, ,,,,,, ,0,, , , ,,, ,, ,0,0, ,0, , ,0,,0,A, ,,, ,AIRHLST2,SE3,VL3,N,CR1,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,, ,,, ,0.0,AB3,N,,,,,LG2, ,GL3,AZ2,,DI1, ,,,,,,,,,AIRHLST2,,2024-08-29 04:59:46.921
ALL,2,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-28T10:24:59,2023-05-15T17:17:24,,WCTSM,WORKING CAPITAL TERM LOAN-SMALL BUSINESS LOAN MONTHLY-WCTSM,LAA, ,,1900-01-01T00:00:00.000000,WT,,,N, , ,0.0, ,N,N,N,0.0,0.0,Y, , ,MC5956,N, ,,O, ,RK2336, ,,,N,N,,FIRST, , , ,1, ,,, ,AIRPRBTL,,AIRPRBTL,INFENG,V,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,,N, , ,,0.0, ,D, ,,,,, ,, ,D,,0,0, , ,,N,,N, , ,, , , , ,0,INTINCPRBTL, ,,, , ,,,N,lafe3250,lafe3201,,LT3, ,,,N,,, ,0,,0.0,,INTINCPRBTL,LA_ofti_schm_rtn, ,N,A, , , ,,,0,,CT3,,, ,,,602.0,, ,,,0.0,,laff0005,, ,,,,0,0,0,0, , , ,CANUM,DP2,,, , ,0.0,N,,,, ,P,10.0,PI2,Y,0, ,,,,,, ,0,, , , ,,, ,, ,0,0, ,0, , ,0,,0,A, ,,, ,AIRPRBTL,SE3,VL3, ,CR1,,RA3,DN3,WC3,, ,,0,, ,,,,,, ,,,0.0,,,0,MP2,0,, ,,, ,0.0,AB3,N,,,,,LG2, ,GL3,AZ2,,DI1, ,,,,,,,,,AIRPRBTL,,2024-08-29 04:59:46.921
ALL,3,1,N,N,2099-12-31T00:00:00.000000,N,2024-08-28T10:46:27,2020-08-03T13:33:01,,RLQOD,OD-RLQOD,ODA, ,,1900-01-01T00:00:00.000000,20,,,N, ,N,0.0, ,N,N,Y,0.0,0.0,Y,N, ,MC5956,N, ,, , ,AP1268,M,GROWING TOGETHER,,N, ,OVDSCGOD,QUART,N, ,N,2, ,,CHQ, ,AIRSCGOD,,AIRSCGOD,INFENG, ,N,,,0.0,0.0,,,,,0,0,0, ,,,,,, ,, , , ,,0.0, , , ,,,,, ,, , ,,0,0, , ,, ,,N, , ,, , ,N, ,0,INTINCSCGOD, ,,,N,N,,,N,odfe3250,odfe3201,SF3,, ,,,N,,, ,0,,0.0,INTINCSCGOD,INTINCSCGOD,SB_ofti_schm_rtn, ,N, ,N,M,N,,AF3,0,,,SH3,IntCaBOAN.scr,N,,,,, ,,,0.0,,odff0001,,Y,,,,0,0,0,0, , , ,CANUM,,,, , ,0.0,Y,,AG3,AE3, , ,10.0,,Y,0, ,,BZ3,UN3,AH3,SN3, ,0,SJ3, , , ,,, ,, ,31,0, ,6, , ,0,SK2,0,H, ,,, ,AIRSCGOD,SE3,VL2,N,,,RA3,DN3,WC2,AI3, ,,0,, ,,,,AY3,AJ3, ,,,0.0,,,0,MP2,0,, ,,,Y,0.0,,N,MS1,MC1,,,LG2, ,GL3,AZ2,PX2,DI1, ,AT2,UG2,,,,,,,AIRSCGOD,,2024-08-29 04:59:46.921
ALL,0,1,N,N,2099-12-31T00:00:00.000000,N,2007-09-21T12:52:40,2007-09-21T12:52:40,,OAPDR,OAPDR,OAB,,,1900-01-01T00:00:00.000000,,,,N,,N,,,N,,N,,,N,N,,BPD1,N,,,,,BPD1,,,,,N,,,N,,N,0,,,,,,,,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,N,,,,,I,,,0,,,,,N,N,,,N,oaff0001,oaff0001,,,,,,N,,,,0,,,,,UC_ofti_schm_rtn,,N,,N,,,,,0,,,,,,,,,,,,,,,oaff0001,,Y,,,,0,0,0,0,,,,,,,,,,,N,,,,,,10.0,,N,0,,,,,,,,0,,,,,,,,,,0,0,,0,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,0,1,N,,2099-12-31T00:00:00.000000,N,2007-10-08T12:12:04,2007-10-08T12:12:04,,PROXY,PROXY ACCOUNT,OSP,,,1900-01-01T00:00:00.000000,,,,N,,,,,N,,N,,,N,N,,BPD1,N,,,,,BPD1,,,,,N,,,,,N,0,,,,,,,,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,N,,,,,I,,,0,,,,,N,N,,,N,oaff0007,oaff0007,,,,,,,,,,0,,,,,OSP_ofti_schm_rtn,,,,N,,,,,0,,,,,Y,,,,,,,,,,oaff0007,,Y,,,,0,0,0,0,,,,,,,,,,,N,,,,,,,,N,0,,,,,,,,0,,,,,,,,,,0,0,,0,,,0,,0,A,,,,,,,,N,,,,,,,,,0,,N,,,,,,,,,,,,0,,0,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,2024-08-07 06:49:28.538
ALL,16,1,Y,N,2099-12-31T00:00:00.000000,N,2008-01-01T13:43:55,2007-09-16T16:18:27,,DLGEN,DEMAND LOAN FOR PUBLIC,LAA,,,1900-01-01T00:00:00.000000,05,,,N,,N,,,N,,N,,,Y,N,,BAPINR,N,,,O,,BPD1,,GROWING TOGETHER,,,N,,,N,,N,15,,,,,AIRDMDLOAN,,AIRDMDLOAN,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,D,,,,,,,,,,,0,0,,,,,,N,,,,,I,N,,0,INTINCDL,,,,N,N,,,N,lafe3250,lafe3201,,LT3,,,,N,,,,0,,,INTINCDL,INTSUSDL,LA_ofti_schm_rtn,,N,,N,,,,,0,,CT3,,,Y,,,542.0,,,,,,,laff0005,,Y,,,,0,0,0,0,,,,BOACA,DP2,AIRDMDLOAN,,,,,N,,,,,P,10.0,PI2,Y,0,,,,,,,,0,,,,,,,,,,0,0,,0,,,0,,0,H,,,,,AIRDMDLOAN,SE3,VL3,N,CR1,,RA3,DN3,,,,,0,,,,,,,,,,,,,,0,MP2,0,,,,,,,AB3,N,,,,,LG2,,GL3,AZ2,,DI1,,,,,,,,,,AIRDMDLOAN,,2024-08-07 06:49:28.538
ALL,16,1,Y,N,2099-12-31T00:00:00.000000,N,2008-01-01T13:44:52,2007-09-17T12:15:32,,TLHLN,TERM LOAN -RETAIL-HOUSING,LAA,,,1900-01-01T00:00:00.000000,06,,,N,,N,,,N,,N,,,Y,N,,BAPINR,N,,,O,,BPD2,,GROWING TOGETHER,,,N,,,N,,N,15,,,,,AIRRTLHOME,,AIRRTLHOME,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,D,,,,,,,,,,,0,0,,,,,,N,,,,,I,N,,0,INTINCHOME,,,,N,N,,,N,lafe3250,lafe3201,,LT3,,,,N,,,,0,,,INTINCHOME,INTSUSHL,LA_ofti_schm_rtn,,N,,N,,,,,0,,CT3,,,Y,,,604.0,,,,,,,laff0005,,Y,,,,0,0,0,0,,,,TLHLN,DP2,AIRRTLHOME,,,,,N,,,,,P,10.0,PI2,Y,0,,,,,,,,0,,,,,,,,,,0,0,,0,,,0,,0,H,,,,,AIRRTLHOME,SE3,VL3,N,CR1,,RA3,DN3,,,,,0,,,,,,,,,,,,,,0,MP2,0,,,,,,,AB3,N,,,,,LG2,,GL3,AZ2,,DI1,,,,,,,,,,AIRRTLHOME,,2024-08-07 06:49:28.538
ALL,15,1,Y,N,2099-12-31T00:00:00.000000,N,2008-01-02T19:57:42,2007-09-16T18:03:40,,TLVEH,TERM LOAN -RETAIL-VEHICLE,LAA,,,1900-01-01T00:00:00.000000,06,,,N,,N,,,N,,N,,,Y,N,,BAPINR,N,,,O,,BPD1,,GROWING TOGETHER,,,N,,,N,,N,12,,,,,AIRRTLAUTO,,AIRRTLAUTO,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,D,,,,,,,,,,,0,0,,,,,,N,,,,,I,N,,0,INTINCAUTO,,,,N,N,,,N,lafe3250,lafe3201,,LT3,,,,N,,,,0,,,INTINCAUTO,INTSUSVL,LA_ofti_schm_rtn,,N,,N,,,,,0,,CT3,,,Y,,,602.0,,,,,,,laff0005,,Y,,,,0,0,0,0,,,,BOACA,DP2,AIRRTLAUTO,,,,,N,,,,,P,10.0,PI2,Y,0,,,,,,,,0,,,,,,,,,,0,0,,0,,,0,,0,H,,,,,AIRRTLAUTO,SE3,VL3,N,CR1,,RA3,DN3,,,,,0,,,,,,,,,,,,,,0,MP2,0,,,,,,,AB3,N,,,,,LG2,,GL3,AZ2,,DI1,,,,,,,,,,AIRRTLAUTO,,2024-08-07 06:49:28.538
ALL,3,1,N,N,2099-12-31T00:00:00.000000,N,2008-04-24T13:12:30,2008-04-24T12:58:07,,IBBUS,IMPORT BILLS - BUSINESS,FBA,,,1900-01-01T00:00:00.000000,IB,,,N,,N,,,N,,N,,,Y,N,,BAPINR,N,,,,,RAJESHKM,,,,,N,,,N,,N,3,,,,,AIRIBBUS,,AIRIBBUS,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,N,,,,,I,N,,0,INTINCIBBUS,,,,N,N,,,N,fxfe3250,fxfe3201,,,,,,N,,,,0,,,INTINCIBBUS,INTINCIBBUS,SB_ofti_schm_rtn,,N,,N,,,,,0,,,,,Y,,,,,,,,,,fxff0039,,Y,,,,0,0,0,0,,,,CANUM,,AIRIBBUS,,,,,N,,,,,,20.0,,Y,0,,,,,,,,0,,,N,,,,,,,0,0,,0,,,0,,0,A,,,,,AIRIBBUS,,,N,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,AIRIBBUS,,2024-08-07 06:49:28.538
ALL,3,1,N,N,2099-12-31T00:00:00.000000,N,2008-05-11T11:33:45,2008-02-22T18:06:57,,IBCOR,IMPORT BILLS - CORPORATE,FBA,,,1900-01-01T00:00:00.000000,IB,,,N,,N,,,N,,N,,,Y,N,,BAPINR,N,,,,,BAPINR,,,,,N,,,N,,N,3,,,,,AIRBLC,,AIRBLC,INFENG,V,N,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,N,,,,,I,N,,0,INTINCIMPBIL,,,,N,N,,,N,fxfe3250,fxfe3201,,,,,,N,,,,0,,,INTINCIMPBIL,INTINCIMPBIL,SB_ofti_schm_rtn,,N,,N,,,,,0,,,,,Y,,,,,,,,,,fxff0039,,Y,,,,0,0,0,0,,,,CANUM,,AIRBLC,,,,,N,,,,,,20.0,,Y,0,,,,,,,,0,,,N,,,,,,,0,0,,0,,,0,,0,A,,,,,AIRBLC,,,N,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,AIRBLC,,2024-08-07 06:49:28.538
